# Gene Family	RAG_100	RAG_101	RAG_102	RAG_103	RAG_104	RAG_105	RAG_106	RAG_107	RAG_108
K00895	0.635	1.45	0	0.759	5.943	0.53	0	0	9.587
K00897	0	0	0	0	0	0	0	0	0
K00899	0.181	0.223	0	0	0	0	0	0.559	0.838
K00901	8.102	0	0.531	0	3.475	0	0	4.614	0
K00906	3.458	0	0	0.261	0	0	0	0.307	0
K00912	5.208	1.313	16.192	12.807	105.163	31.539	13.548	45.329	0.489
K00917	0	0.186	0	0	0	0	0	0.648	0
K00919	5.613	8.013	3.331	7.071	50.002	28.538	15.994	23.201	1.403
K00925	4.994	12.976	45.985	57.039	108.315	47.421	14.66	52.217	3.821
K00926	4.545	0	1.115	0	0.651	0.514	0	0.518	0
K00927	10.232	23.594	20.84	6.428	47.358	41.421	24.288	14.768	15.5
K00928	3.739	1.857	9.839	1.81	47.551	40.724	8.218	6.467	1.017
K00929	0	0.318	9.002	48.689	39.256	23.44	5.53	20.055	0
K00930	6.023	9.013	29.18	71.563	65.496	49.576	23.592	59.924	7.983
K00931	2.484	14.787	22.804	5.044	45.089	21.925	17.763	23.16	0.343
K00932	4.08	0	0	0.241	0.101	0.217	0	0.423	0
K00936	0	0	1.676	0.853	0.94	0.188	2.898	0	0
K00937	1.762	1.543	10.479	0.056	4.343	14.467	4.836	1.492	1.637
K00938	0	3.023	0	0.289	0	0	0	0	0
K00939	4.061	27.908	46.993	12.18	57.858	52.118	29.354	60.325	6.157
K00940	0.703	5.043	16.249	52.426	19.203	8.735	4.659	21.154	1.811
K00941	5.08	10.083	11.477	1.453	6.474	14.595	18.015	13.801	0
K00942	8.769	17.614	27.145	11.834	138.244	38.62	14.507	35.115	5.238
K00943	8.024	9.234	1.996	0.582	2.135	15.361	15.068	4.64	2.085
K00945	8.528	13.66	22.903	13.036	58.871	32.113	15.569	43.405	4.581
K00946	9.222	2.638	5.5	9.076	48.92	23.927	3.961	31.119	0.62
K00948	6.095	21.983	45.089	37.898	17.118	39.29	25.814	39.211	3.542
K00949	1.603	2.282	12.981	0.453	6.024	12.482	5.995	10.983	0.355
K00950	3.387	0.522	0.168	3.453	5.348	0.522	4.183	9.45	0.467
K00951	12.981	23.223	34.244	9.842	46.935	28.87	14.041	38.104	6.372
K00952	0	0	0	0	0	0	0	0	0
K00954	10.976	8.629	35.521	62.511	52.443	23.887	13.095	45.573	2.398
K00956	0	7.351	25.882	43.363	9.844	8.358	9.118	20.169	0.203
K00957	4.564	16.899	50.108	70.76	57.382	36.381	31.17	71.568	7.558
K00958	0	0	0.379	0.635	0	0.349	0	0.511	0
K00962	8.56	23.512	63.369	57.861	136.32	110.916	31.704	85.635	9.874
K00963	7.242	5.818	1.594	0	0.299	11.503	4.018	3.067	0
K00965	1.043	8.912	9.361	0	1.326	1.954	3.631	3.124	0
K00968	0	0	0	0	0	0	0	0	0
K00969	1.522	2.304	3.5	5.7	50.328	10.58	15.316	16.259	0.846
K00970	0	0	1.454	0	0.373	2.349	0	0.963	0.687
K00971	1.3	2.61	24.918	53.919	47.814	43.933	3.776	38.956	1.846
K00972	0	3.12	0	0	0	0	0	0	0
K00973	4.452	19.018	42.246	5.213	200.975	40.521	18.056	26.864	4.92
K00974	3.01	15.165	3.425	0.701	0.761	11.1	1.875	1.736	0.343
K00975	5.664	21.359	34.498	2.254	5.585	35.813	21.157	16.175	1.088
K00978	1.395	1.004	0.404	1.12	2.459	9.347	0	1.614	1.03
K00979	7.178	1.485	8.872	43.866	46.18	25.816	6.053	20.112	0.606
K00980	2.783	0	0.139	0	0	1.068	0	6.78	3.052
K00981	4.195	4.311	13.538	4.48	8.061	12.258	7.344	22.752	0.903
K00982	0	0	1.231	0.247	0.327	0.277	0.346	0.685	0
K00983	0	0	0.245	0	0	0	0	0	0
K00984	2.414	0	0	0	0	0.075	0	0.214	0
K00986	0	0	1.126	0	73.047	15.597	7.201	0.38	0.965
K00989	5.173	0.768	0.443	0	2.064	2.355	0.798	1.106	0
K00990	2.275	0	1.463	0.059	0.07	0.059	0.531	0.041	0
K00991	5.484	6.276	20.439	8.806	61.929	20.828	15.662	40.746	1.024
K00995	8.602	8.135	22.051	44.251	6.126	21.963	16.898	19.374	3.864
K00996	0	0	0	0	0	0	2.862	0	0
K00997	5.442	11.998	7.593	1.041	1.672	4.821	23.197	2.339	0
K00998	4.001	0	0	0.446	0	0.255	0	0.384	0
K01000	1.189	14.1	37.198	58.357	70.112	52.535	16.485	75.908	3.073
K01001	0	0	0	0	0	0	0	0	0
K01002	5.562	0.554	0	0.129	0	1.929	0	1.754	0
K01006	7.253	23.013	24.671	3.244	3.002	6.536	14.164	14.964	18.904
K01007	2.642	0	0.234	0.757	0.033	1.088	4.659	0.048	0
K01008	4.201	11.019	28.089	0.583	3.914	6.639	15.796	12.466	1.251
K01011	2.494	0	0	0	0.185	0	0	0.728	0
K01012	2.347	12.844	19.307	8.365	47.895	13.747	13.879	24.789	3.382
K01023	0	0	1.003	0	0.676	0.436	0	1.448	0.581
K01026	0.96	5.5	10.907	0	1.597	0.791	4.779	2.515	0.785
K01034	4.153	0	1.124	0	0.821	0.155	0.608	1.877	0
K01035	3.882	0	1.123	0	1.054	1.361	0	1.718	0
K01039	2.918	0.873	2.557	0	0	3.234	6.517	0.466	2.968
K01040	1.794	0.697	2.047	0	0.244	1.972	3.908	0	1.402
K01042	4.813	0.354	0	0.267	0	0.081	2.792	0	0
K01046	0	5.502	0	0	0	0	0	0	0
K01048	3.299	0	0.521	0	0.535	0.738	0	0.556	0
K01051	2.658	0.475	1.625	10.828	30.553	4.354	2.048	42.731	0.509
K01055	0	0	0	0	0	0	0	0	0
K01056	3.23	24.471	33.214	52.545	136.704	44.05	21.033	62.409	4.451
K01057	0	0.902	10.623	4.972	7.347	0.96	4.57	25.117	0.637
K01058	7.977	0	0	0	0	0.495	1.33	0.512	0
K01060	0	0	0	0	0.572	0	0	0	0
K01061	4.734	0	0	0	0	0	0	0.449	0
K01066	6.635	0	0.294	0.255	0	0	0.789	0.427	0.433
K01069	10.353	9.361	13.33	5.199	31.548	15.168	5.647	15.3	0
K01070	5.433	0	0	0.624	0.06	0.558	0	1.239	0
K01071	0.209	0.38	1.894	0	39.102	18.76	2.574	2.579	0
K01077	1.344	2.03	6.761	6.522	34.869	9.317	17.758	16.657	0
K01079	3.086	5.287	2.243	5.119	29.166	3.521	1.905	26.466	0
K01081	0	0.32	0	0	0.344	0	0	4.942	0
K01082	3.781	0	0	0.589	0.271	0.301	0.538	5.81	0
K01085	1.539	0	0	0	0	0	0	0	0
K01087	3.776	0	0	0.153	0.091	0.398	0.322	0.354	0
K01089	2.552	0.288	10.237	45.286	9.352	5.969	2.167	8.287	0.65
K01090	0	0	0	0	0	0	0	0	0.634
K01091	5.499	12.147	24.237	9.787	52.355	38.098	22.843	38.789	1.687
K01092	3.615	0	2.798	1.929	14.748	10.92	1.725	2.362	2.25
K01093	2.76	0.191	0	0	0	0	0	0.281	0
K01095	2.954	0	0.273	1.474	7.259	2.176	0.55	1.453	0
K01096	2.048	1.639	0	0	0	0.207	0	0.336	0
K01101	0	2.492	0	0	0	0	1.939	0	0
K01104	13.529	22.786	25.848	3	4.156	16.723	27.748	6.549	9.428
K01114	0	0	0	0	0	0	0	0	0
K01118	1.489	0	0	0.368	0	0	0	0	0
K01119	3.881	0.475	4.839	0.605	3.514	3.885	0.512	5.609	0.472
K01126	6.938	8.942	21.353	11.788	93.52	29.105	8.574	44.656	1.121
K01129	0.175	6.203	3.458	1.29	33.729	8.197	1.28	9.58	0.33
K01130	1.898	0	0	0.847	11.102	6.984	1.972	0.314	1.192
K01138	3.013	0	0	0	0	0	0	0.276	0
K01139	2.13	0	0	0	0	0	0	0	0
K01141	1.441	0	0	0	0	0	0	0	0
K01142	17.399	7.752	8.257	1.327	3.429	13.316	16.725	3.449	9.603
K01146	1.558	0	0	0	0	0.293	0	0.189	0
K01147	3.763	0	0	0.419	0	0	0	0.169	0
K01150	4.507	0	0	0	0	0.199	0	0.247	0
K01151	0.727	1.587	5.954	7.633	55.925	31.067	11.855	20.47	2.591
K01153	7.034	7.895	24.227	2.52	139.226	28.838	11.646	24.619	23.022
K01154	2.592	4.705	7.425	1.066	43.653	28.301	1.861	17.769	8.22
K01155	5.692	2.61	0	2.708	0.46	0.714	9.503	11.064	0.669
K01156	0	0	0.926	0	2.798	1.221	4.544	3.977	0.782
K01159	0.711	3.72	33.861	50.82	48.727	59.859	16.088	66.351	3.515
K01160	0	0	0	0	0	0	0	0.984	0
K01163	0.543	0.528	16.381	52.632	17.105	7.4	4.768	24.94	3.228
K01169	2.495	0	0	0	0	0	0	0.14	0
K01170	0	0	0	0	0	0	0	0	0
K01173	0	0	0	1.227	4.754	4.732	1.705	0	0
K01174	0	0	0	0	0	0	0	0	0
K01175	5.322	0	0	0	0	0	0	0.224	0
K01176	7.054	5.339	1.615	0.767	62.938	22.937	1.842	8.032	0
K01179	4.662	38.905	0	0.537	0	73.365	3.321	1.32	2.482
K01181	0	0	0	0	0	0	0	0	0
K01182	1.229	1.242	10.429	1.108	1.691	3.951	1.641	2.569	0.351
K01183	0	0	0.785	5.021	29.649	4.113	0.865	20.512	1.15
K01185	4.059	3.166	3.138	0.529	0	0.371	1.678	13.973	0
K01186	0	0	8.72	7.148	37.864	4.707	1.91	28.778	1.503
K01187	1.888	5.069	9.83	12.832	126.957	12.411	12.655	41.186	1.507
K01188	0	0	0	0	0	0	0	0	0
K01190	7.839	21.293	23.502	58.586	129.097	46.195	26.13	99.16	8.447
K01191	0	0	0.949	0.969	4.887	1.054	0.455	0.607	0
K01192	0	1.549	8.881	0.612	12.511	10.951	4.655	21.336	0
K01193	0.29	16.824	18.729	3.865	5.686	3.959	3.366	21.129	0.7
K01194	2.737	0	0	0.28	5.181	5.918	1.218	0.099	0
K01195	3.017	3.943	2.4	0.107	0	1.278	0.937	1.445	0.973
K01197	0	0	0	0.886	4.139	0.934	0	0.135	0
K01198	2.355	13.085	13.363	2.315	0	18.464	28.758	40.313	5.174
K01200	3.078	6.109	15.737	1.279	5.254	10.534	6.418	5.186	1.684
K01201	0	0.335	4.842	2.275	8.161	4.124	2.28	17.802	0
K01202	0	0	0	0	0	0	0	0	0
K01205	0.98	8.688	7.396	6.536	4.263	3.297	5.194	27.436	0.508
K01206	1.124	20.969	22.212	17.958	152.002	33.036	15.407	61.45	0
K01207	4.151	6.247	3.18	0.376	0	1.303	2.336	0.141	0.361
K01208	0	5.846	1.582	2.382	0.37	0.335	2.505	3.426	1.192
K01209	0.745	3.566	15.335	7.756	32.946	16.221	4.045	35.493	0.99
K01214	0	0.711	4.463	0	0.833	0.555	1.47	1.447	0
K01215	0.392	1.17	6.919	0.511	0	0	2.961	0.316	0.486
K01218	0.747	5.52	1.801	0	11.349	24.663	1.64	15.566	1.827
K01220	0.175	1.027	0	0	0	0	0	0	0
K01222	1.689	0.204	0	0	0	0	0	0	0
K01223	14.114	14.377	7.896	1.872	2.608	9.478	7.627	8.274	1.807
K01224	0	0.294	0.799	0	36.275	3.54	0	18.477	0
K01226	1.436	0	0.958	0	0	0	0.581	0.524	0
K01227	0	0	1.992	0	0.836	0.835	0	0.232	0
K01232	0	0	0	0	0	0	0	1.329	0.854
K01235	0	0	8.359	0	0	0	0.647	8.441	0
K01239	0	0.514	2.718	0	0.244	0.145	0.554	0.787	0
K01241	1.41	0	0	0.104	0.049	0.295	0.124	0.049	0
K01243	40.424	5.892	16.417	2.025	5.23	3.996	10.441	10.192	5.063
K01246	2.113	1.018	5.082	0	1.399	5.206	3.007	2.589	1.628
K01247	0.959	0	0.761	0.489	29.856	0.805	9.866	0.222	0
K01250	2.036	0.579	0	0	4.46	5.671	1.96	0.579	0
K01251	0.779	0.396	18.001	51.995	10.496	11.979	2.779	28.131	2.28
K01252	7.043	0	0	0.349	0	0	0	0.324	0
K01255	3.101	0	0	0	0.248	0.095	0	0.51	0
K01256	2.757	0.923	0.297	0.071	1.604	2.904	0.464	1.251	0
K01258	0.915	8.813	18.941	51.117	51.757	14.927	13.02	36.418	1.533
K01259	0	2.016	0	0	0	0	3.341	0	0
K01262	2.172	1.824	17.457	61.23	34.672	21.47	9.725	43.904	0.309
K01265	5.256	17.085	39.724	54.612	42	30.932	8.031	44.966	1.957
K01266	0	0	0	0	0.31	0	0	0	0
K01267	0.424	5.258	2.901	0.588	0.169	2.136	3.687	0	0
K01270	1.481	6.874	2.946	0.407	92.104	8.345	10.976	7.941	0.58
K01271	1.587	0.76	0.104	0.141	0.084	1.061	0.932	0.273	0.303
K01273	1.418	1.475	1.58	0	0.492	0.237	0.457	1.069	1.518
K01277	2.023	10.44	11.063	17.307	3.645	4.299	3.561	16.37	1.778
K01278	2.561	0.622	10.778	35.409	41.677	11.89	3.889	38.7	0
K01281	0	8.29	1.143	0	0	0	0.35	0	0
K01284	3.463	17.661	4.146	12.476	73.634	18.971	6.899	30.947	1.296
K01286	0	0	0	0	0	0	0	0	0
K01295	0	0.6	0.516	0	0	1.904	4.677	1.279	0
K01297	5.11	1.163	15.963	54.168	1.738	2.564	12.848	22.225	0.35
K01299	0.778	0.203	0.85	0	0	0	0	0.951	0
K01304	0.234	4.615	0	0	1.051	2.77	11.325	0.536	0
K01305	6.507	0.396	15.138	0.242	1.479	1.713	0	2.619	0
K01308	0	0.253	0	0	0	1.245	0	0	0
K01338	4.792	18.386	31.665	6.924	46.856	21.275	17.53	28.941	2.713
K01354	2.811	0	0	0	0.332	2.425	0.636	1.394	0
K01355	0	0	0	0	0	0	0	0.143	0
K01356	8.924	11.447	21.175	1.805	3.615	8.568	9.559	7.446	4.299
K01358	11.211	62.866	57.353	69.127	50.4	43.564	48.118	83.417	5.405
K01361	0	0	0	0	0	0	0.57	0	0
K01372	4.219	7.589	12.684	13.536	65.335	13.152	13.605	54.844	3.343
K01407	1.956	0	0	0	0	0	0	0	0
K01409	8.429	20.753	29.055	44.965	39.394	41.757	23.668	49.584	3.847
K01414	6.291	0	0	0.351	0	0	0	0	0
K01419	7.03	3.449	0.327	2.59	0.664	0.528	8.817	4.295	0
K01420	1.848	0.951	6.751	0	0	1.002	0.837	0	0
K01421	1.119	17.82	3.882	0.534	2.216	27.861	5.299	8.462	0.658
K01423	4.424	0	0	0	0	0	0	0.177	0
K01424	8.601	2.46	2.966	0.404	103.425	36.81	17.282	13.34	1.381
K01425	8.257	2.744	20.139	52.968	59.893	21.719	11.533	49.1	3.13
K01426	0	0	0.294	0	0	0	0	0.892	0
K01428	0	4.819	1.462	0	0	0	0	0	0
K01429	0.497	3.839	0.931	0	0.377	0	3.255	0	0
K01430	0	8.616	0.787	0	0	0	0.792	0	0
K01433	5.004	0.403	21.995	48.657	39.97	21.117	3.879	42.372	0.902
K01436	0.425	0.977	0	1.426	0	0	11.058	0	0
K01438	0.601	0.238	0.312	5.143	30.175	5.023	1.05	31.27	0.477
K01439	1.865	6.85	14.677	1.394	1.669	12.528	8.096	4.778	1.065
K01442	3.798	11.857	10.109	6.121	36.896	16.16	2.403	22.08	2.141
K01443	3.01	7.438	19.56	1.645	2.985	13.028	5.181	12.221	1.261
K01447	0	0	0	0	1.82	1.788	0	0.395	1.728
K01448	11.504	15.021	8.151	6.483	3.033	57.001	26.614	16.16	1.152
K01449	0	0	0.156	0.474	0.92	1.513	0	0.4	0
K01451	0	0	0	0	0	0	0	0	0
K01455	0	0	0	0	0	0	0	0	0
K01457	0	0	0.88	0	0	0	0	0.209	0
K01460	3.46	0.41	0	0.162	0	0.104	0	0.102	0
K01462	6.832	28.773	55.383	61.943	57.715	61.7	35.749	64.513	5.124
K01464	5.532	2.912	8.329	1.914	2.138	16.035	9.018	2.538	2.878
K01465	5.944	8.997	4.549	0.352	1.243	4.244	8.862	1.857	0.804
K01466	1.126	0	0	0	0	0.093	0	0.334	0
K01467	2.781	0	0	0.269	0.18	0	0	0.07	0
K01468	0.274	0.299	10.36	10.198	49.705	10.463	8.95	36.427	0.774
K01470	0	0.298	0.781	5.352	34.773	2.767	2.935	19.434	0
K01476	0	0	0.545	0	0	0	0	0	0
K01478	0.144	1.998	1.171	0	2.06	4.046	0.387	1.403	0.645
K01479	0	1.452	0	0	0	0	0	0	0
K01480	7.226	0.558	2.365	1.546	7.413	7.453	15.243	1.292	0.787
K01482	0.351	0.403	0.616	0.884	0.224	0.46	0.533	1.387	0.444
K01483	5.595	0	0	0	0.398	0.603	0.222	0.534	0
K01484	1.436	0	0	0	0	0	0	0	0
K01485	3.945	0	0	0	0.656	0.587	0	0.409	0
K01486	4.044	3.626	4.169	1.192	9.949	5.759	10.285	3.92	3.15
K01487	1.916	0.869	3.458	1.569	0.064	1.31	0.741	0.336	0
K01488	7.04	6.592	19.269	0.838	0.423	4.778	1.802	5.609	0.529
K01489	7.148	6.593	1.141	1.193	1.878	1.541	5.975	2.131	0.631
K01491	20.134	28.812	50.003	58.001	68.269	59.237	33.161	72.142	12.246
K01493	28.644	38.063	26.739	6.907	6.031	31.056	27.103	5.899	25.522
K01494	4.211	2.737	1.378	0	1.628	2.646	3.043	2.748	2.971
K01495	7.507	12.183	32.652	64.643	55.754	34.412	15.596	74.111	6.013
K01496	0.364	3.231	4.889	0.238	1.116	4.739	9.279	1.254	1.006
K01497	2.641	0	0	0	0	0.172	0	0	0
K01499	0	0.177	0	0	0	0.714	1.556	0	0.777
K01501	0	0	0	0	0	0	1.651	0	0
K01502	0	0	0	0	0	0	0	0	0
K01507	3.345	0.226	2.344	0	0.334	0.451	4.116	0.179	1.783
K01512	0	13.58	10.606	1.663	1.564	18.076	3.28	1.397	0.385
K01515	4.977	6.364	14.058	1.798	3.856	14.72	14.118	7.155	2.242
K01520	7.75	11.597	32.773	71.179	47.108	33.58	25.678	72.496	0.682
K01521	7.719	0.294	0	0	0.424	0.922	0	0.872	0
K01523	0.423	4.074	0.766	0.337	1.841	12.018	6.775	2.071	1.071
K01524	4.997	4.721	1.466	6.624	35.695	5.777	9.2	10.395	0
K01525	3.245	0	0	0	0	0	0	0.332	0
K01531	1.289	5.582	0.523	3.031	7.426	1.267	3.436	11.311	0
K01533	6.788	8.396	33.78	46.155	43.938	29.38	15.839	37.146	6.981
K01534	5.651	6.747	1.859	0.923	1.766	15.718	4.556	11.935	3.123
K01537	1.716	7.283	10.034	0.632	5.27	23.587	5.784	8.221	5.022
K01545	0	0	0	0	0	0	0	0	0
K01546	4.132	0	18.627	57.422	117.487	27.321	6.115	55.374	1.685
K01547	0.349	0	3.739	5.423	111.06	17.423	3.023	26.823	1.269
K01548	7.756	0	0.746	6.891	30.445	3.841	0	23.556	0
K01551	0	0	0.947	5.123	0	1.166	0.428	2.244	0
K01560	1.236	5.428	2.876	1.205	0.697	0.902	2.885	0.763	1.306
K01567	0.569	1.91	11.894	0	0.376	11.596	0.45	1.25	0
K01571	3.888	15.188	20.454	1.242	0.482	4.292	14.406	12.13	2.529
K01572	37.698	5.047	33.17	48.551	40.164	19.459	10.977	41.648	23.118
K01573	0.572	0.323	1.429	4.827	30.621	5.989	0.578	31.877	0
K01574	0	2.754	0	0	0	0	0	0	0
K01575	0	0	0	0	0.482	0	0	0	0
K01577	3.438	0	1.649	0.097	0.071	0.114	0	0.089	0
K01579	33.013	45.81	58.993	69.726	73.63	46.789	59.983	73.793	16.059
K01580	1.136	0	0.598	0.059	1.179	3.025	0.112	0.455	0
K01581	0.593	0	0.092	0.2	0	0.094	5.803	0.054	0
K01582	3.305	0	0	0.119	0.096	0.565	0.283	0.776	0
K01584	1.337	0	0	0	0.062	0.062	0.107	0.374	0
K01585	4.954	2.541	16.698	55.88	44.426	28.488	7.206	57.819	10.034
K01586	4.637	15.666	33.01	32.579	94.4	42.73	22.83	34.847	3.602
K01588	6.824	18.663	13.951	2.337	3.513	23.445	18.086	9.115	5.078
K01589	2.345	2.085	2.4	0	4.751	4.839	1.256	0.283	0
K01590	0	0.22	0	0.308	2.5	0	0	0.204	0
K01591	10.444	34.449	52.208	59.303	130.949	53.891	29.156	82.607	6.772
K01595	2.689	4.802	3.289	0	0	0.544	0.594	0	0
K01596	6.211	0.244	2.79	0	0	11.832	1.517	0	2.939
K01597	0	0	0	0	0	0	0	0	0
K01598	0	0	0.553	0	0	0	0.318	0	0
K01599	3.252	0.452	0	0.378	4.831	1.056	0	0.619	0
K01601	0	0	0	0	0	0	0	0	0
K01607	0.511	5.507	11.546	0	15.221	13.148	22.817	10.472	0
K01608	0	0	0	0	0.219	0.315	0	0.327	0
K01609	0.72	12.325	5.201	1.708	5.891	5.739	0.575	1.124	0.323
K01610	11.003	22.203	54.35	54.235	64.402	44.913	34.018	91.69	19.612
K01611	0.244	2.257	0	1.835	0.299	0.963	12.214	2.71	0
K01612	0	0	0	0	0	0	0	0	0
K01613	4.552	2.959	23.411	50.49	45.439	19.058	7.869	49.347	2.294
K01615	1.03	0.32	0.683	0	0.398	2.151	4.218	0.692	1.339
K01619	6.473	8.518	23.53	11.073	115.907	36.356	11.27	43.355	11.098
K01620	0.834	1.264	7.298	5.932	32.327	8.395	4.741	22.04	1.063
K01621	0	0	1.632	0	0	0.384	0.762	0	0
K01622	0.369	0	0	0	0	1.163	0.813	0	0.451
K01624	17.615	18.691	35.782	2.573	4.61	18.904	15.257	6.684	23.243
K01625	11.665	14.065	5.374	3.572	3.568	1.13	24.325	4.219	3.082
K01626	3.869	9.65	12.169	0	4.452	8.791	13.796	5.509	0.551
K01627	7.086	2.283	2.54	2.686	0	6.068	11.097	1.459	0
K01628	4.067	2.566	18.796	1.96	2.047	15.236	6.342	2.74	2.297
K01629	4.281	3.061	21.301	56.798	5.434	5.15	4.701	20.766	1.324
K01630	3.702	0.254	0	0.097	0	0.249	0	0.066	0
K01631	2.209	0	0	0	0	0.43	0.623	0.147	0
K01633	0.286	0.515	3.766	5.824	40.404	13.558	3.083	24.41	0
K01635	0	0.651	0	0	0	0	1.434	0	0
K01637	0	0	0	0	0.712	0.767	0	0.812	0
K01638	3.519	0	0.092	0	0.303	0.507	0	0.547	0
K01639	7.935	3.009	0	2.812	3.966	1.18	1.39	8.367	1.055
K01640	0.85	0	0.842	0	0.622	0.877	1.035	0.76	0
K01641	0.214	0.246	0	0	0	0.948	1.009	0	0.36
K01643	1.057	1.13	0	0	0.123	2.847	3.816	0.4	0
K01644	5.235	0.437	0	0	0	2.571	1.761	2.085	0
K01646	8.553	4.483	0	0	0.408	1.626	2.825	2.044	0
K01647	11.039	21.489	75.115	58.702	50.684	48.497	16.886	79.737	5.63
K01649	5.322	11.707	7.453	2.589	12.038	19.275	21.08	5.074	2.902
K01652	7.341	12.039	41.937	50.711	39.554	42.683	24.021	53.09	1.946
K01653	84.111	8.804	19.998	1.983	23.339	31.216	13.162	10.102	0.977
K01654	0	0	0.793	0	0	0.522	0	0	0.48
K01657	7.569	21.125	16.764	6.731	31.19	13.274	16.956	29.739	4.672
K01658	2.366	2.871	1.314	6.456	24.665	3.158	2.687	20.403	1.765
K01659	6.06	0	0	0	0	0	0	0	0
K01661	11.605	4.897	0.567	2.683	0.259	1.385	7.241	1.063	5.293
K01662	3.271	7.197	8.197	44.045	47.323	26.199	13.933	24.337	0.709
K01664	6.713	0	2.265	0.394	0.308	0.487	1.429	0.44	0
K01665	2.986	4.096	1.126	0.396	0.478	0	0.774	0.287	0
K01666	5.219	4.897	7.748	0	0	7.853	1.015	0	0
K01667	0.214	0	4.328	0.407	67.978	26.219	3.007	8.741	0
K01668	0	0	0.236	0	0	0	0	0.447	0
K01669	1.251	0	0	0	0	0.364	0	0.281	0
K01671	7.276	0	0	0	0	0	0	0	0
K01673	8.41	1.321	6.912	1.218	3.679	3.439	5.764	3.723	0
K01674	0	0	0	0	0	0	0	0	0
K01676	6.033	2.283	3.164	1.642	5.61	15.836	3.35	0.89	1.527
K01677	3.793	14.578	5.635	1.644	0.619	16.317	3.333	4.908	3.724
K01678	0.501	1.892	7.895	0.623	0.736	2.187	1.732	1.323	1.562
K01679	4.069	0.942	2.119	1.373	0	2.245	11.709	2.288	4.554
K01681	14.743	14.892	31.754	53.956	38.689	28.043	35.632	49.25	11.568
K01682	0.647	0	0.077	0	0	0.103	0	0.054	0
K01684	3.929	0.167	2.095	6.653	0.906	0.87	0	0.146	0.391
K01685	2.339	5.218	1.971	0.329	0.696	0.766	1.564	1.738	4.499
K01686	13.04	1.667	20.49	50.069	43.139	16.495	6.451	38.082	7.568
K01687	12.515	27.466	60.516	68.827	66.473	70.627	33.577	85.275	8.047
K01689	7.767	36.459	39.611	57.166	56.67	19.967	36.169	61.828	18.195
K01690	0.613	0	0	0	0	0	0	0	0
K01692	1.819	0	0	0	0	0	0	0	0
K01693	0.686	9.915	9.595	0	7.367	17.476	13.894	3.169	2.766
K01695	5.334	12.624	18.408	40.106	37.691	14.312	6.013	28.522	1.317
K01696	2.319	8.984	30.804	43.548	53.89	34.673	13.807	60.113	4.879
K01697	0	1.435	0	0	1.302	2.313	5.573	0.859	0
K01698	3.288	2.018	8.467	1.965	1.226	2.148	8.223	1.338	2.403
K01699	0	0.239	0	0	0	0.104	0	0	0
K01703	3.052	7.677	16.682	10.9	121.157	45.501	21.51	43.858	6.289
K01704	7.314	15.348	22.291	2.395	5.723	16.713	27.217	11.351	2.241
K01706	0.838	0	0	0	0.9	0.452	0	0.53	0
K01708	0.204	0	0	0	0.365	0.487	4.311	0.547	0
K01709	0.202	1.237	1.881	1.26	0	0	0.504	2.912	0
K01710	11.871	7.108	9.649	9.121	219.231	37.421	10.132	48.78	13.086
K01711	1.735	1.255	9.588	15.712	13.964	22.439	2.268	16.999	4.857
K01712	3.745	1.712	2.299	0.725	3.747	11.947	5.034	6.493	4.214
K01714	5.179	12.976	39.436	46.721	56.995	53.684	18.665	57.967	2.933
K01715	2.741	6.129	10.285	2.365	3.292	7.264	19.3	4.086	4.598
K01716	5.406	0	0	0.177	0	0.519	0	0.473	0
K01719	3.267	0.734	0.736	6.639	32.106	7.244	0.955	27.935	0
K01720	4.465	0	0	0.188	0.11	0.135	0.215	0.445	0
K01725	4.932	0	0	0	0	0.299	0.586	0.635	0
K01727	0	0	0	0	0	0	0	0.811	0
K01731	0	0	0	0	0	0	0	0.751	0
K01733	9.074	9.642	21.599	45.269	8.675	14.369	8.035	25.708	4.256
K01734	9.702	11.732	30.205	1.142	7.03	20.543	19.736	24.256	3.477
K01735	3.604	8.739	9.083	5.177	43.69	19.183	6.931	18.116	1.192
K01736	5.426	16.283	41.808	57.08	57.003	42.897	30.116	57.047	3.273
K01737	1.244	12.058	5.549	9.91	48.781	12.235	6.917	33.957	0.833
K01738	7.637	17.906	22.349	49.651	6.311	19.219	13.485	22.777	4.978
K01739	1.348	1.25	0.85	0	0.89	3.183	7.635	1.371	0
K01740	19.226	45.871	40.592	7.304	14.592	31.509	23.008	9.03	22.358
K01744	0.903	0.837	20.071	51.872	10.775	18.342	6.226	20.59	0.75
K01745	1.947	2.409	28.163	5.372	17.743	31.632	14.338	39.8	3.639
K01746	0	0	0	0	0	0	0	0	0
K01749	2.417	7.45	0.748	0.691	0.954	0.399	8.391	1.425	1.179
K01750	0	0	0.446	0	0.768	3.616	0	0.7	0.23
K01751	4.415	2.54	3.171	1.877	0.754	1.153	11.598	3.58	0
K01752	17.376	10.442	48.331	48.789	52.249	16.148	15.728	49.363	15.294
K01753	3.985	0.526	0	0.2	0.094	0.073	0	0.144	0
K01754	1.994	16.263	22.125	7.729	31.164	24.062	18.487	27.877	1.338
K01755	10.459	24.929	35.568	62.521	50.951	49.259	20.653	79.61	3.991
K01756	11.997	15.563	6.341	1.723	1.207	5.042	13.646	1.994	1.548
K01758	0	0	0	0	0	0	0	0	0
K01759	8.378	6.341	29.166	45.078	49.685	15.527	15.823	24.893	3.576
